,LEAID,NAME,Graduation Rate,MZIP
517,404410,Littlefield Unified District,0.6285714285714286,86432
518,404570,Mammoth-San Manuel Unified District,0.9104477611940298,85631
519,404630,Marana Unified District,0.843687374749499,85653
520,404720,Maricopa Unified School District,0.7471264367816092,85138
521,404820,Mayer Unified School District,0.7291666666666665,86333
522,404970,Mesa Unified District,0.7943400302441131,85201
523,405030,Miami Unified District,0.7121212121212122,85539
524,405070,Mingus Union High School District,0.7955974842767296,86326
525,405320,Morenci Unified District,0.952941176470588,85540
526,405360,Pima Accommodation District,0.0,85701
527,405500,Navajo County Accommodation District #99,0.0833333333333333,86025
528,405530,Nogales Unified District,0.9232323232323232,85621
529,405820,Page Unified District,0.8023952095808383,86040
530,405930,Paradise Valley Unified District,0.8815972222222223,85032
531,405980,Parker Unified School District,0.796875,85344
532,406030,Patagonia Union High School District,0.9523809523809522,85624
533,406070,Payson Unified District,0.7192118226600985,85541
534,406250,Peoria Unified School District,0.9529372496662216,85380
535,406330,Phoenix Union High School District,0.8208305425318152,85012
536,406440,Pima Unified District,0.8793103448275862,85543
537,406580,Blue Ridge Unified School District No. 32,0.8009478672985783,85929
538,406730,Prescott Unified District,0.839108910891089,86301
539,406740,Sanders Unified District,0.5666666666666667,86512
540,406810,Queen Creek Unified District,0.9417808219178082,85142
541,406850,Ray Unified District,0.8717948717948718,85137
542,406870,Red Mesa Unified District,0.6865671641791045,86514
543,406960,San Carlos Unified District,0.6213592233009708,85550
544,407130,Round Valley Unified District,0.7657657657657657,85938
545,407170,Saddle Mountain Unified School District,0.9904761904761904,85354
546,407240,Safford Unified District,0.8333333333333335,85546
547,407300,Sahuarita Unified District,0.8625498007968128,85629
548,407520,Santa Cruz Valley Unified District,0.9467455621301776,85648
549,407530,Santa Cruz Valley Union High School District,0.81,85131
550,407570,Scottsdale Unified District,0.9229607250755288,85251
551,407630,Seligman Unified District,0.75,86337
552,407700,Show Low Unified District,0.817258883248731,85901
553,407750,Deer Valley Unified District,0.946938775510204,85027
554,407820,Snowflake Unified District,0.9239766081871345,85937
555,408020,St David Unified District,0.9705882352941176,85630
556,408080,St Johns Unified District,0.873015873015873,85936
557,408170,Sunnyside Unified District,0.7761332099907493,85706
558,408230,Superior Unified School District,0.9666666666666668,85273
559,408280,Tanque Verde Unified District,0.9561403508771932,85749
560,408340,Tempe Union High School District,0.8881141045958796,85283
561,408410,Thatcher Unified District,0.967741935483871,85552
562,408520,Tolleson Union High School District,0.9017889740781306,85353
563,408600,Tombstone Unified District,0.9433962264150944,85638
564,408680,Tuba City Unified School District #15,0.7195121951219512,86045
565,408800,Tucson Unified District,0.8395653563438799,85719
566,408910,Valley Union High School District,0.967741935483871,85610
567,409160,Whiteriver Unified District,0.66875,85941
568,409190,Wickenburg Unified District,0.7834394904458599,85390
569,409250,Willcox Unified District,0.8641975308641975,85643
570,409310,Williams Unified District,0.9253731343283582,86046
571,409430,Window Rock Unified District,0.70625,86504
572,409460,Winslow Unified District,0.8113207547169812,86047
573,409630,Yuma Union High School District,0.9169008430349256,85365
574,409733,Sedona-Oak Creek JUSD #9,0.8584905660377359,86336
575,5300001,Enumclaw School District,0.8555,98022
576,5300002,Inchelium School District,0.4286,99138
577,5300003,Kelso School District,0.8731,98626
578,5300030,Aberdeen School District,0.7698,98520
579,5300150,Anacortes School District,0.9016,98221
580,5300240,Arlington School District,0.8532,98223
581,5300280,Asotin-Anatone School District,0.92,99402
582,5300300,Auburn School District,0.7742,98002
583,5300330,Bainbridge Island School District,0.9342,98110
584,5300380,Battle Ground School District,0.7764,98604
585,5300420,Bellingham School District,0.8703,98225
586,5300480,Bethel School District,0.868,98387
587,5300570,Blaine School District,0.8457,98230
588,5300660,Bremerton School District,0.6017,98312
589,5300690,Brewster School District,0.7941,98812
590,5300720,Bridgeport School District,0.75,98813
591,5300780,Burlington-Edison School District,0.834,98233
592,5300810,Camas School District,0.9008,98607
593,5300840,Cape Flattery School District,0.8537,98381
594,5300950,Cascade School District,0.9434,98826
595,5300960,CASHMERE SCHOOL DISTRICT,0.9352,98815
596,5300990,Castle Rock School District,0.7982,98611
597,5301080,Central Kitsap School District,0.8648,98383
598,5301140,Centralia School District,0.7865,98531
599,5301170,Chehalis School District,0.8785,98532
600,5301200,Lake Chelan School District,0.8629,98816
601,5301230,Cheney School District,0.8448,99004
602,5301260,Chewelah School District,0.8333,99109
603,5301290,Chimacum School District,0.869,98325
604,5301350,Cle Elum-Roslyn School District,0.825,98922
605,5301410,Clover Park School District,0.8859,98499
606,5301440,Colfax School District,0.9322,99111
607,5301470,College Place School District,0.9588,99324
608,5301590,Columbia (Walla Walla) School District,0.8333,99323
609,5301630,Colville School District,0.8015,99114
610,5301660,Concrete School District,0.6591,98237
611,5301800,Coupeville School District,0.8382,98239
612,5301830,Crescent School District,0.8333,98343
613,5301890,Curlew School District,0.303,99118
614,5301920,Cusick School District,0.8519,99119
615,5301980,Darrington School District,0.7143,98241
616,5302040,Dayton School District,0.7407,99328
617,5302070,Deer Park School District,0.9608,99006
618,5302280,East Valley School District (Spokane),0.7897,99216
619,5302310,Eastmont School District,0.8224,98802
620,5302340,Easton School District,0.8182,98925
621,5302370,Eatonville School District,0.9597,98328
622,5302400,Edmonds School District,0.836,98036
623,5302460,Ellensburg School District,0.9095,98926
624,5302490,Elma School District,0.898,98541
625,5302610,Ephrata School District,0.933,98823
626,5302670,Everett School District,0.9573,98213
627,5302700,Evergreen School District (Clark),0.8751,98668
628,5302820,Federal Way School District,0.8621,98003
629,5302850,Ferndale School District,0.8568,98248
630,5302880,Fife School District,0.9109,98424
631,5302910,Finley School District,0.8182,99337
632,5302940,Franklin Pierce School District,0.8934,98444
633,5303090,Goldendale School District,0.9079,98620
634,5303130,Grand Coulee Dam School District,0.7143,99116
635,5303150,Grandview School District,0.85,98930
636,5303180,Granger School District,0.8504,98932
637,5303210,Granite Falls School District,0.76,98252
638,5303510,Highland School District,0.8592,98923
639,5303570,Hockinson School District,0.9459,98606
640,5303660,Hoquiam School District,0.844,98550
641,5303750,Issaquah School District,0.9183,98027
642,5303810,Kalama School District,0.875,98625
643,5303930,Kennewick School District,0.7681,99336
644,5303960,Kent School District,0.8368,98031
645,5304020,Kiona-Benton City School District,0.8387,99320
646,5304050,Kittitas School District,0.8958,98934
647,5304110,La Conner School District,0.7447,98257
648,5304170,La Center School District,0.8472,98629
649,5304200,Lake Stevens School District,0.8919,98258
650,5304230,Lake Washington School District,0.9357,98073
651,5304260,Lakewood School District,0.9207,98259
652,5304380,Liberty School District,0.9167,99031
653,5304410,Lind School District,0.75,99341
654,5304470,Longview School District,0.8806,98632
655,5304530,Lopez School District,0.8667,98261
656,5304560,Riverview School District,0.9098,98019
657,5304620,Lynden School District,0.8396,98264
658,5304650,Mabton School District,0.8983,98935
659,5304830,Mary Walker School District,0.8649,99173
660,5304920,Mead School District,0.897,99021
661,5304950,Medical Lake School District,0.9306,99022
662,5304980,Mercer Island School District,0.9581,98040
663,5305010,Meridian School District,0.925,98226
664,5305130,Monroe School District,0.8508,98272
665,5305160,Montesano School District,0.9027,98563
666,5305190,Morton School District,0.8333,98356
667,5305250,Mossyrock School District,0.8947,98564
668,5305280,Mount Adams School District,0.7302,98952
669,5305310,Mount Baker School District,0.627,98244
670,5305370,East Valley School District (Yakima),0.8356,98901
671,5305400,Mount Vernon School District,0.7648,98273
672,5305430,Mukilteo School District,0.8485,98204
673,5305460,Naches Valley School District,0.9196,98937
674,5305520,Naselle-Grays River Valley School District,0.8333,98638
675,5305610,Newport School District,0.8649,99156
676,5305670,Nooksack Valley School District,0.746,98247
677,5305700,North Beach School District No. 64,0.86,98569
678,5305730,North Franklin School District,0.9189,99326
679,5305760,North Kitsap School District,0.9091,98370
680,5305790,North Mason School District,0.7583,98528
681,5305850,North Thurston Public Schools,0.8563,98516
682,5305880,Northport School District,0.7895,99157
683,5305910,Northshore School District,0.9282,98021
684,5305940,Oak Harbor School District,0.8984,98277
685,5306000,Oakville School District,0.8421,98568
686,5306060,Ocean Beach School District,0.8243,98631
687,5306150,Okanogan School District,0.9365,98840
688,5306180,Olympia School District,0.8949,98501
689,5306220,Omak School District,0.83,98841
690,5306240,Onalaska School District,0.9107,98570
691,5306420,Oroville School District,0.8889,98844
692,5306450,Orting School District,0.8962,98360
693,5306480,Othello School District,0.7582,99344
694,5306570,Pasco School District,0.7411,99301
695,5306660,Pe Ell School District,0.8095,98572
696,5306690,Peninsula School District,0.871,98332
697,5306780,Pomeroy School District,0.8696,99347
698,5306820,Port Angeles School District,0.8125,98362
699,5306840,Port Townsend School District,0.9239,98368
700,5306900,Prosser School District,0.8095,99350
701,5306930,Pullman School District,0.9356,99163
702,5306960,Puyallup School District,0.8793,98372
703,5306990,Quilcene School District,0.7727,98376
704,5307020,Quillayute Valley School District,0.7529,98331
705,5307080,Quincy School District,0.7907,98848
706,5307110,Rainier School District,0.9,98576
707,5307230,Renton School District,0.7621,98057
708,5307260,Republic School District,0.2059,99166
709,5307320,Richland School District,0.8284,99352
710,5307350,Ridgefield School District,0.895,98642
711,5307380,Ritzville School District,0.7895,99169
712,5307440,Riverside School District,0.8678,99003
713,5307470,Rochester School District,0.7962,98579
714,5307620,Royal School District,0.7302,99357
715,5307650,San Juan Island School District,0.8939,98250
716,5307710,Seattle School District No. 1,0.8169,98124
717,5307740,Sedro-Woolley School District,0.7043,98284
718,5307770,Selah School District,0.7346,98942
719,5307830,Sequim School District,0.8939,98382
720,5307900,Shelton School District,0.7437,98584
721,5307920,Shoreline School District,0.8923,98155
722,5308020,Snohomish School District,0.8372,98290
723,5308040,Snoqualmie Valley School District,0.9394,98065
724,5308070,Soap Lake School District,0.6875,98851
725,5308100,South Bend School District,0.9189,98586
726,5308130,Tukwila School District,0.8066,98168
727,5308160,South Kitsap School District,0.7702,98366
728,5308190,South Whidbey School District,0.9008,98260
729,5308250,Spokane School District,0.8816,99201
730,5308310,St. John School District,0.8889,99171
731,5308340,Stanwood-Camano School District,0.8434,98292
732,5308460,Steilacoom Hist. School District,0.9283,98388
733,5308520,Stevenson-Carson School District,0.8049,98648
734,5308550,Sultan School District,0.8671,98294
735,5308610,Sumner School District,0.8986,98390
736,5308670,Sunnyside School District,0.9013,98944
737,5308700,Tacoma School District,0.8928,98401
738,5308730,Taholah School District,0.4615,98587
739,5308760,Tahoma School District,0.8976,98038
740,5308790,Tekoa School District,0.7692,99033
741,5308820,Tenino School District,0.9178,98589
742,5308910,Toledo School District,0.7945,98591
743,5308940,Tonasket School District,0.8519,98855
744,5308970,Toppenish School District,0.8,98948
745,5309100,Tumwater School District,0.8796,98512
746,5309180,University Place School District,0.9361,98466
747,5309270,Vancouver School District,0.8508,98661
748,5309300,Vashon Island School District,0.8961,98070
749,5309330,Wahkiakum School District,0.7917,98612
750,5309360,Wahluke School District,0.7778,99349
751,5309450,Walla Walla Public Schools,0.8305,99362
752,5309480,Wapato School District,0.8,98951
753,5309510,Warden School District,0.8846,98857
754,5309540,Washougal School District,0.8367,98671
755,5309630,Wellpinit School District #49,0.7895,99040
756,5309660,Wenatchee School District,0.8416,98801
757,5309690,West Valley School District (Spokane),0.9784,99212
758,5309720,West Valley School District (Yakima),0.8033,98908
759,5309750,White Pass School District,0.5,98377
760,5309780,White River School District,0.9208,98321
761,5309810,White Salmon Valley School District,0.8917,98672
762,5309930,Winlock School District,0.8182,98596
763,5310050,Woodland School District,0.852,98674
764,5310110,Yakima School District,0.7946,98902
765,5310140,Yelm School District,0.7842,98597
766,5310170,Zillah School District,0.8482,98953
767,5400030,BARBOUR,0.9023,26416
768,5400060,BERKELEY,0.941,25401
769,5400090,BOONE,0.8796,25130
770,5400120,BRAXTON,0.8652,26601
771,5400150,BROOKE,0.9389,26070
772,5400180,CABELL,0.8267,25702
773,5400210,CALHOUN,0.9383,26151
774,5400240,CLAY,0.9474,25043
775,5400270,DODDRIDGE,0.974,26456
776,5400300,FAYETTE,0.8648,25840
777,5400330,GILMER,0.9412,26351
778,5400360,GRANT,0.9429,26847
779,5400390,GREENBRIER,0.9142,24901
780,5400420,HAMPSHIRE,0.8721,26757
781,5400450,HANCOCK,0.9014,26047
782,5400480,HARDY,0.8611,26836
783,5400510,HARRISON,0.8973,26302
784,5400540,JACKSON,0.9373,25271
785,5400570,JEFFERSON,0.9063,25414
786,5400600,KANAWHA,0.8342,25311
787,5400630,LEWIS,0.967,26452
788,5400660,LINCOLN,0.8717,25524
789,5400690,LOGAN,0.9055,25601
790,5400720,MARION,0.9444,26554
791,5400750,MARSHALL,0.9574,26041
792,5400780,MASON,0.9238,25550
793,5400810,MCDOWELL,0.9163,24801
794,5400840,MERCER,0.9018,24740
795,5400870,MINERAL,0.9544,26726
796,5400900,MINGO,0.9723,25661
797,5400930,MONONGALIA,0.9026,26501
798,5400960,MONROE,0.952,24983
799,5400990,MORGAN,0.9676,25411
800,5401020,NICHOLAS,0.9333,26651
801,5401050,OHIO,0.9586,26003
802,5401080,PENDLETON,0.9231,26807
803,5401110,PLEASANTS,0.9286,26170
804,5401140,POCAHONTAS,0.8861,24954
805,5401170,PRESTON,0.8557,26537
806,5401200,PUTNAM,0.9707,25213
807,5401230,RALEIGH,0.8499,25801
808,5401260,RANDOLPH,0.9266,26241
809,5401290,RITCHIE,0.9362,26362
810,5401320,ROANE,0.8851,25276
811,5401350,SUMMERS,0.8835,25951
812,5401380,TAYLOR,0.9252,26354
813,5401410,TUCKER,0.9524,26287
814,5401440,TYLER,0.9706,26149
815,5401470,UPSHUR,0.8625,26201
816,5401500,WAYNE,0.8824,25570
817,5401530,WEBSTER,0.951,26288
818,5401560,WETZEL,0.9632,26155
819,5401590,WIRT,0.8642,26143
820,5401620,WOOD,0.8912,26101
821,5401650,WYOMING,0.9201,24874
822,100005,Albertville City,0.95,35950
823,100006,Marshall County,0.95,35976
824,100007,Hoover City,0.95,35243
825,100008,Madison City,0.95,35758
826,100011,Leeds City,0.95,35094
827,100012,Boaz City,0.95,35957
828,100013,Trussville City,0.95,35173
829,100030,Alexander City,0.95,35010
830,100060,Andalusia City,0.95,36421
831,100090,Anniston City,0.908,36202
832,100100,Arab City,0.95,35016
833,100120,Athens City,0.95,35611
834,100180,Attalla City,0.95,35954
835,100185,Saraland City,0.95,36571
836,100188,Chickasaw City,0.9362,36611
837,100189,Satsuma City,0.95,36572
838,100190,Alabaster City,0.95,35007
839,100194,Pelham City,0.95,35124
840,100197,Acceleration Day and Evening Academy,0.8333,36606
841,100210,Auburn City,0.95,36831
842,100240,Autauga County,0.9449,36067
843,100270,Baldwin County,0.941,36507
844,100300,Barbour County,0.9063,36016
845,100330,Bessemer City,0.8852,35021
846,100360,Bibb County,0.95,35042
847,100390,Birmingham City,0.9224,35202
848,100420,Blount County,0.95,35121
849,100450,Brewton City,0.95,36426
850,100480,Bullock County,0.95,36089
851,100510,Butler County,0.95,36037
852,100540,Calhoun County,0.95,36202
853,100600,Chambers County,0.9124,36862
854,100630,Cherokee County,0.95,35960
855,100660,Chilton County,0.9438,35045
856,100690,Choctaw County,0.9483,36904
857,100720,Clarke County,0.95,36451
858,100750,Clay County,0.9407,36251
859,100780,Cleburne County,0.95,36264
860,100810,Coffee County,0.95,36323
861,100840,Colbert County,0.95,35674
862,100870,Conecuh County,0.95,36401
863,100900,Coosa County,0.9149,35136
864,100930,Covington County,0.95,36421
865,100960,Crenshaw County,0.9359,36049
866,100990,Cullman City,0.95,35055
867,101020,Cullman County,0.95,35056
868,101050,Dale County,0.95,36360
869,101080,Daleville City,0.95,36322
870,101110,Dallas County,0.95,36702
871,101140,DeKalb County,0.95,35986
872,101170,Decatur City,0.95,35601
873,101200,Demopolis City,0.95,36732
874,101230,Dothan City,0.8907,36301
875,101260,Elba City,0.9302,36323
876,101290,Elmore County,0.95,36092
877,101320,Enterprise City,0.95,36331
878,101350,Escambia County,0.9419,36427
879,101380,Etowah County,0.95,35904
880,101410,Eufaula City,0.9399,36027
881,101440,Fairfield City,0.8889,35064
882,101470,Fayette County,0.95,35555
883,101530,Florence City,0.95,35631
884,101560,Fort Payne City,0.95,35968
885,101590,Franklin County,0.9345,35653
886,101620,Gadsden City,0.9307,35902
887,101640,Geneva City,0.95,36340
888,101660,Geneva County,0.95,36340
889,101680,Greene County,0.9206,35462
890,101690,Guntersville City,0.95,35976
891,101710,Hale County,0.95,36744
892,101720,Haleyville City,0.95,35565
893,101730,Hartselle City,0.95,35640
894,101740,Henry County,0.95,36310
895,101760,Homewood City,0.95,35209
896,101770,Houston County,0.95,36301
897,101800,Huntsville City,0.949,35807
898,101830,Jackson County,0.9472,35768
899,101860,Jacksonville City,0.95,36265
900,101890,Jasper City,0.9286,35502
901,101920,Jefferson County,0.95,35209
902,101950,Lamar County,0.95,35592
903,101980,Lanett City,0.9474,36863
904,102010,Lauderdale County,0.95,35631
905,102040,Lawrence County,0.9475,35650
906,102070,Lee County,0.95,36804
907,102100,Limestone County,0.95,35611
908,102130,Linden City,0.925,36748
909,102160,Lowndes County,0.95,36040
910,102190,Macon County,0.95,36083
911,102220,Madison County,0.95,35804
912,102250,Marengo County,0.9375,36748
913,102310,Marion County,0.95,35570
914,102350,Midfield City,0.92,35228
915,102370,Mobile County,0.9341,36618
916,102400,Monroe County,0.95,36460
917,102430,Montgomery County,0.9473,36102
918,102480,Morgan County,0.95,35603
919,102490,Mountain Brook City,0.95,35213
920,102520,Muscle Shoals City,0.9431,35662
921,102550,Oneonta City,0.95,35121
922,102580,Opelika City,0.95,36801
923,102610,Opp City,0.95,36467
924,102635,Oxford City,0.95,36203
925,102640,Ozark City,0.95,36360
926,102650,Pell City,0.9398,35125
927,102670,Perry County,0.95,36756
928,102700,Phenix City,0.95,36868
929,102730,Pickens County,0.95,35447
930,102760,Piedmont City,0.95,36272
931,102790,Pike County,0.95,36081
932,102820,Randolph County,0.9351,36278
933,102850,Roanoke City,0.95,36274
934,102880,Russell County,0.9457,36868
935,102910,Russellville City,0.95,35653
936,102940,Scottsboro City,0.9402,35768
937,102970,Selma City,0.95,36702
938,103000,Sheffield City,0.95,35660
939,103030,Shelby County,0.95,35051
940,103062,St Clair County,0.95,35953
941,103090,Sumter County,0.95,35470
942,103120,Sylacauga City,0.9318,35150
943,103150,Talladega City,0.9455,35161
944,103180,Talladega County,0.95,35161
945,103210,Tallapoosa County,0.95,36853
946,103240,Tallassee City,0.9437,36078
947,103270,Tarrant City,0.8393,35217
948,103300,Thomasville City,0.95,36784
949,103330,Troy City,0.95,36081
950,103360,Tuscaloosa City,0.95,35403
951,103390,Tuscaloosa County,0.95,35403
952,103420,Tuscumbia City,0.95,35674
953,103430,Vestavia Hills City,0.95,35266
954,103450,Walker County,0.95,35502
955,103480,Washington County,0.95,36518
956,103510,Wilcox County,0.936,36726
957,103540,Winfield City,0.9438,35594
958,103580,Winston County,0.95,35553
959,3700011,Cumberland County Schools,0.82,28302
960,3700012,Pitt County Schools,0.847,27834
961,3700020,Chatham Charter,0.95,27344
962,3700025,Quality Education Academy,0.914,27105
963,3700027,Carter G Woodson School,0.765,27127
964,3700034,Rocky Mount Preparatory,0.949,27804
965,3700038,Arapahoe Charter School,0.865,28510
966,3700050,River Mill Academy,0.943,27253
967,3700053,Woods Charter,0.936,27516
968,3700062,Lincoln Charter School,0.95,28037
